Ref,Val,Package,PosX,PosY,Rot,Side
"D35","1N4148WS","D_SOD-323",-187.706000,-54.864000,90.000000,bottom
"D36","1N4148WS","D_SOD-323",-189.196000,-35.052000,0.000000,bottom
"D37","BZX84C39","D_SOT-23_ANK",-191.278000,-57.150000,0.000000,bottom
"D38","BZX84C39","D_SOT-23_ANK",-193.310000,-35.052000,0.000000,bottom
"D44","1N4148WS","D_SOD-323",-188.722000,-44.958000,0.000000,bottom
"D45","1N4148WS","D_SOD-323",-189.992000,-25.654000,0.000000,bottom
"D47","BZX84C39","D_SOT-23_ANK",-192.802000,-44.450000,0.000000,bottom
"D48","BZX84C39","D_SOT-23_ANK",-194.040000,-25.974000,0.000000,bottom
